Date	Time	Trainig/Test	Event ID	Title	Link	Abstract
24.01.2019	21:51:37	Training	7	General Mills recalls flour because of possible #Salmonella contamination. #recall #recallwarning #recallalert	https://twitter.com/tweet/status/1088554941629763585	General Mills recalls flour because of possible #Salmonella contamination. #recall #recallwarning #recallalert https://t.co/jPBjNqDGqO
24.01.2019	13:24:48	Training	7	General Mills Recalls 5 Lb. Bags of Gold Medal Unbleached Flour Over Salmonella Fears	https://twitter.com/tweet/status/1088427400696942592	General Mills Recalls 5 Lb. Bags of Gold Medal Unbleached Flour Over Salmonella Fears https://t.co/ZSqy2hn4mL
24.01.2019	17:05:22	Training	7	General Mills Recalling Some 5-Pound Bags of Flour Over Salmonella Fears https://t.co/ubczZ2yIN6	https://twitter.com/tweet/status/1088482970166390785	General Mills Recalling Some 5-Pound Bags of Flour Over Salmonella Fears https://t.co/ubczZ2yIN6 https://t.co/ubczZ2yIN6
24.01.2019	11:17:54	Training	7	General Mills recalls some 5-pound flour bags over salmonella fears	http://omgili.com/ri/.wHSUbtEfZT5h0.xT98.cwh3AKZi5e0wl77QZrmo.Ld78DyTclNfvHphvEfsOzVmRbS0STy0ONyXKc0jUMfI35GkN6pTlgPhOrlSCsKpiINqPlGjSqv6UvvEpFRywO.e5PZGf0pwfTx_2e195silHw--	"Image 1 of / 1 Caption Close Image 1 of 1 General Mills recalls some 5-pound flour bags over salmonella fears 1 / 1 Back to Gallery General Mills is recalling some 5pound bags of its Gold Medal unbleached flour over fears of salmonella contamination. ""This recall is being issued out of an abundance of care as General Mills has not received any direct consumer reports of confirmed illnesses related to this product,"" the company said in a statement."
24.01.2019	09:10:48	Training	7	Salmonella risk prompts recall of some bags of General Mills’ Gold Medal flour https://t.co/TKX9qTRaQc	https://twitter.com/tweet/status/1088363478111436800	Salmonella risk prompts recall of some bags of General Mills’ Gold Medal flour https://t.co/TKX9qTRaQc https://t.co/p6Cc1Z14PN
24.01.2019	11:09:44	Training	7	General Mills recalls some 5-pound flour bags over salmonella fears https://t.co/4pquaLcqqA	https://twitter.com/tweet/status/1088393408341790720	General Mills recalls some 5-pound flour bags over salmonella fears https://t.co/4pquaLcqqA https://t.co/vke3mNDOLR
24.01.2019	03:05:27	Training	7	RT @SGottliebFDA: General Mills is conducting a voluntary national recall of five-pound bags of Gold Medal Unbleached Flour with a better i…	https://twitter.com/tweet/status/1088271746401210369	RT @SGottliebFDA: General Mills is conducting a voluntary national recall of five-pound bags of Gold Medal Unbleached Flour with a better i…
24.01.2019	14:05:34	Training	7	RT @abcactionnews: RECALL ALERT | General Mills recalling five-pound bags of flour due to Salmonella concerns	https://twitter.com/tweet/status/1088437746228695040	RT @abcactionnews: RECALL ALERT | General Mills recalling five-pound bags of flour due to Salmonella concerns https://t.co/e5HdhnILp2 https…
25.01.2019	03:33:00	Training	7	General Mills recalls some 5-pound bags of flour over salmonella fears via KVOA	https://twitter.com/tweet/status/1088640855798296581	General Mills recalls some 5-pound bags of flour over salmonella fears via KVOA https://t.co/YJ3GhrIoq9
24.01.2019	03:00:21	Training	7	PLEASE PASS ALONG: General Mills has announced a voluntary national recall of 5-pound bags of its Gold Medal Unblea…	https://twitter.com/tweet/status/1088270356228554753	PLEASE PASS ALONG: General Mills has announced a voluntary national recall of 5-pound bags of its Gold Medal Unblea… https://t.co/BUv7mueTF9
24.01.2019	13:08:58	Training	7	General Mills recalls some flour over salmonella concerns	https://www.washingtontimes.com/news/2019/jan/24/general-mills-recalls-some-flour-over-salmonella-c/	MINNEAPOLIS (AP) - General Mills is voluntarily recalling some bags of its Gold Medal Unbleached Flour because of salmonella concerns. The 5-pound (2.26 kilograms) bags have a “better if used by” date of April 20, 2020 and the UPC code 000-16000-19610-0. Customers should discard the product. The company says it discovered salmonella during sampling of the product, but it has not received “any direct consumer reports of confirmed illnesses.” General Mills says all other types of Gold Medal Flour
24.01.2019	03:10:20	Training	7	RT @WTVM: RECALL ALERT: General Mills recalls some Gold Medal flour due to salmonella concerns >> https://t.co/Pd58kx2VxW	https://twitter.com/tweet/status/1088272814971457536	RT @WTVM: RECALL ALERT: General Mills recalls some Gold Medal flour due to salmonella concerns >> https://t.co/Pd58kx2VxW https://t.co/GrJU…
24.01.2019	12:49:48	Training	7	General Mills recalls some flour over salmonella concerns https://t.co/mmte4exvQh	https://twitter.com/tweet/status/1088418592201338880	General Mills recalls some flour over salmonella concerns https://t.co/mmte4exvQh https://t.co/xLn4ULKmRt
25.01.2019	22:20:19	Training	7	RT @Thomas1774Paine: General Mills Recalls Some Gold Medal Flour Because Of Salmonella Fears	https://twitter.com/tweet/status/1088924560760680449	RT @Thomas1774Paine: General Mills Recalls Some Gold Medal Flour Because Of Salmonella Fears https://t.co/JchRnt9Qgl
01.02.2019	00:18:35	Training	7	RT @RecallsDirect: General Mills Gold Medal Unbleached #Flour recall [US]: https://t.co/RBqkWse35I • You can now se…	https://twitter.com/tweet/status/1091128641994612738	RT @RecallsDirect: General Mills Gold Medal Unbleached #Flour recall [US]: https://t.co/RBqkWse35I • You can now se… https://t.co/KmgDzhTp2i
24.01.2019	22:35:07	Training	7	General Mills Recalls Some Bags of Flour Due to Salmonella Risk HEADS UP CDA! Check your flour. #cdnpoli	https://twitter.com/tweet/status/1088565891699077121	General Mills Recalls Some Bags of Flour Due to Salmonella Risk HEADS UP CDA! Check your flour. #cdnpoli https://t.co/RGC1X6fNPq
24.01.2019	05:00:00	Training	7	General Mills recalls some flour over salmonella concerns | WWL	http://omgili.com/ri/.wHSUbtEfZRzuXRBOf5gggjux404ZX30XAhql2h56e_52JwvuZpCRfM0tFIKZ1cjXyY9t5k0WM0u6ZsEjgwDi7BSJmI1iNPjlYUQ0gLA2nu_IbF33f0nH28__6fvqy4_jsWpLMoowuU-	Are you aware of the role the Naval Air Station plays in our national defense & security? Yes No Are you aware of the role the Naval Air Station plays in our national defense & security? Yes
24.01.2019	08:37:56	Training	7	General Mills recalls some 5-pound bags of flour over salmonella fears	https://twitter.com/tweet/status/1088355207006818304	General Mills recalls some 5-pound bags of flour over salmonella fears https://t.co/SILWkcBZtd
24.01.2019	05:00:00	Training	7	General Mills Gold Medal Unbleached Flour recalled over salmonella fears	http://omgili.com/ri/.wHSUbtEfZR93qbSsuKmhHiLKTqP7yZwbr7gImk.7nVHTDcp3XBLtoLqNJZN8675oCtxpK6GzmlCrIwZTmnS.jPwLXPEe5k1PIaXf3hwTqWKKsBY3tgaZLlB3gKNeDW2ZHxbLuqgVug8Wln4TEZrS0I2d0usZc6GFq7SIRcWW6I-	General Mills has issued a voluntary national recall of some of its bags of Gold Medal Unbleached Flour. The decision was made “to prevent potential illnesses” after salmonella was discovered during the sampling of products, the company announced on Wednesday. No one has been sickened so far, it noted. The affected flour comes in five-pound bags and has a “better if used by” date of April 20, 2020. General Mills is conducting a voluntary national recall of five-pound bags of Gold Medal Unbleache
24.01.2019	17:24:49	Training	7	General Mills Is Recalling Bags Of Gold Medal Unbleached Flour Due To Salmonella Fears https://t.co/y8mSP26jN1	https://twitter.com/tweet/status/1088487801874800641	General Mills Is Recalling Bags Of Gold Medal Unbleached Flour Due To Salmonella Fears https://t.co/y8mSP26jN1 https://t.co/uf0DInR1zy
23.01.2019	05:00:00	Training	7	General Mills : Recalls One Lot of Gold Medal Flour on Salmonella Concerns -- Update	http://omgili.com/ri/jHIAmI4hxg.9_b24040rb6.MwT7MJEvvpnLIcLJZxhyHJCdYTs2yPTiVk9RmwUYZPtLQNYHdKhMBMV7wAs5vRVbAOKzzAkpdGDPw9FhMT7lgSxq5E0ZHhO2w4oJ0GeW53BlTP7n7NXc_B74.tFfWxfImfyVN.0GGBT2BN0cYBO8zfnn1sXVnTPUwoXjQ7qip	"By Josh Beckerman General Mills has recalled one lot of Gold Medal Unbleached Flour due to the potential presence of salmonella, although the company hasn't received any reports of confirmed illnesses. The recall includes five-pound bags with a ""better if used by"" date of April 20, 2020. The issue was discovered during sampling. General Mills recalled flour products in 2016 amid an E.coli outbreak. The company said Wednesday that ""we are continuing to educate consumers that flour is not a 'ready"
24.01.2019	21:18:02	Training	7	General Mills recalls five pound bags of Gold Medal unbleached flour for Salmonella	https://twitter.com/tweet/status/1088546492422545408	General Mills recalls five pound bags of Gold Medal unbleached flour for Salmonella https://t.co/Yq7KSsD9uq h/t Pathfinder
24.01.2019	18:05:13	Training	7	RECALL: General Mills Gold Medal Unbleached Flour due to possible salmonella contamination	https://twitter.com/tweet/status/1088497967034716169	RECALL: General Mills Gold Medal Unbleached Flour due to possible salmonella contamination https://t.co/SRCcAfDQXN
24.01.2019	23:10:00	Training	7	General Mills Recalls Some 5-Pound Bags Of Flour Over Salmonella Fears	http://omgili.com/ri/.wHSUbtEfZRYvNcn2RnUd8hVlA.FngPho3CkzbeWy7xjcWqjzktE7VBRTwUigH4hsMsObG3.LLMBZq4yTqK.CvgcY6dj887Hws5lz6KhRKZtH0VFZnqFG2.dMQESEDANCUkgSimeb9Q-	General Mills is voluntarily recalling some bags of its Gold Medal Unbleached Flour because of salmonella concerns. Credit: CBS 11 Dallas - Published 8 hours ago The 5-pound bags have a “better if used by” date of April 20, 2020, and the UPC code 000-16000-19610-0. Customers should discard the product. CBS2's Chris Wragge reports. Credit: CBS 2 New York - Published 9 hours ago
24.01.2019	17:45:33	Training	7	RT @NBCNightlyNews: General Mills Gold Medal Unbleached Flour recalled over salmonella fears.	https://twitter.com/tweet/status/1088493221787791360	RT @NBCNightlyNews: General Mills Gold Medal Unbleached Flour recalled over salmonella fears. https://t.co/qClsiUR3U0
24.01.2019	08:09:57	Training	7	Salmonella fears prompt General Mills flour recall | News - KHQ Right Now	https://twitter.com/tweet/status/1088348162492956672	Salmonella fears prompt General Mills flour recall | News - KHQ Right Now https://t.co/x4Y8QjoLgC
25.01.2019	16:40:20	Training	7	General Mills recalls Gold Medal flour after finding salmonella The company is urging customers to check for 5-poun…	https://twitter.com/tweet/status/1088839074075500544	General Mills recalls Gold Medal flour after finding salmonella The company is urging customers to check for 5-poun… https://t.co/wvMB6nZ5aa
24.01.2019	13:51:33	Training	7	General Mills recalls some flour over salmonella concerns https://t.co/SX5tIkHWz8	https://twitter.com/tweet/status/1088434129849540609	General Mills recalls some flour over salmonella concerns https://t.co/SX5tIkHWz8 https://t.co/f8OrPqgX7x
24.01.2019	14:30:59	Training	7	General Mills recalls some 5-pound flour bags over salmonella fears	http://omgili.com/ri/.wHSUbtEfZT1H2Rigg4ds7SUJi5JQFJZneDJ9WhPCRSo.OrKpHdQKvwlar2_0.T2ue3LfcBDlZ1CqUe7DhJjf8qmaPonAFZ0vxpSQOvdlSosU8y29KnRoHS0YLcX0j5Tv3oZXIj118GUqaG04Iy54w--	"General Mills recalls some flour bags SOURCE: General Mills General Mills recalls some 5-pound flour bags over salmonella fears Share {copyShortcut} to copy Link copied! Updated: 4:11 AM CST Jan 24, 2019 By Faith Karimi General Mills is recalling some 5pound bags of its Gold Medal unbleached flour over fears of salmonella contamination. ""This recall is being issued out of an abundance of care as General Mills has not received any direct consumer reports of confirmed illnesses related to this pro"
24.01.2019	15:42:15	Training	7	"RT @KNX1070: #RECALL Gold Medal flour recalled by General Mills over salmonella fears; five-pound bags affected"	https://twitter.com/tweet/status/1088461988508753920	"RT @KNX1070: #RECALL Gold Medal flour recalled by General Mills over salmonella fears; five-pound bags affected https://t.co/qBQMxAisFR"
24.01.2019	18:55:23	Training	7	RECALL ALERT: General Mills recalling five-pound bags of flour due to Salmonella concerns https://t.co/BC898xhY8X	https://twitter.com/tweet/status/1088510761511645186	RECALL ALERT: General Mills recalling five-pound bags of flour due to Salmonella concerns https://t.co/BC898xhY8X https://t.co/iMjklm3swv
24.01.2019	16:24:43	Training	7	General Mills recalls flour due to salmonella contamination - MarketWatch	http://omgili.com/ri/jHIAmI4hxg.87ohzHzuPF_yWpWy60ceBMY5195Osq5jLNCWFkemdS.5s.MJ7RoeF9wXaig_t87B83p8SqynASbqNhOKGdsHQ4l5UkxQKO2JrblJT6Hf1wvkE6uo07Y77pxpffe.ngpc-	MINNEAPOLIS (AP) — General Mills GIS, -0.53% is voluntarily recalling some bags of its Gold Medal Unbleached Flour because of salmonella concerns. The 5-pound (2.26 kilograms) bags have a “better if used by” date of April 20, 2020 and the UPC code 000-16000-19610-0. Customers should discard the product. The company says it discovered salmonella during sampling of the product, but it has not received “any direct consumer reports of confirmed illnesses.
01.02.2019	13:00:35	Training	7	Gold Medal Flour Recalled Again, This Time for Salmonella https://t.co/gxJJxJMQeG	https://twitter.com/tweet/status/1091320407674765312	Gold Medal Flour Recalled Again, This Time for Salmonella https://t.co/gxJJxJMQeG https://t.co/YIJiqJwWzc
24.01.2019	13:38:20	Training	7	RT @DispatchAlerts: General Mills recalls Gold Medal unbleached flour over salmonella concerns	https://twitter.com/tweet/status/1088430805599293445	RT @DispatchAlerts: General Mills recalls Gold Medal unbleached flour over salmonella concerns https://t.co/sDJGx8HQwd
24.01.2019	04:24:41	Training	7	RT @LauraHarrisNBC5: RECALL ALERT: General Mills Recalls Some Flour Due to Salmonella Concerns	https://twitter.com/tweet/status/1088291474779836416	RT @LauraHarrisNBC5: RECALL ALERT: General Mills Recalls Some Flour Due to Salmonella Concerns https://t.co/Dv23fm3pvv
24.01.2019	12:50:32	Training	7	RT @abc3340: #RECALL | General Mills issues recall for unbleached flour due to potential Salmonella https://t.co/1O2ndJgFoo	https://twitter.com/tweet/status/1088418774041141248	RT @abc3340: #RECALL | General Mills issues recall for unbleached flour due to potential Salmonella https://t.co/1O2ndJgFoo https://t.co/P…
25.01.2019	13:10:49	Training	7	General Mills recalls some 5-pound flour bags over salmonella fears	https://twitter.com/tweet/status/1088786269126230016	General Mills recalls some 5-pound flour bags over salmonella fears https://t.co/oVHnC92c1T
24.01.2019	15:18:45	Training	7	General Mills recalls some 5-pound bags of flour over salmonella fears	http://omgili.com/ri/.wHSUbtEfZTJG5UKV35cwAPc1iM0DBACLTe3uVDpnA4_57HZtLDN5aExJQkpX.O3c.FCF2zRXLXSGBQoZfQMT75CK3og1zaGGbYNeV7Hd81ftYv_5l4_6w--	"General Mills is recalling some five-pound bags of its Gold Medal unbleached flour over fears of salmonella contamination. ""This recall is being issued out of an abundance of care as General Mills has not received any direct consumer reports of confirmed illnesses related to this product,"" the company said in a statement. The recall is for Gold Medal unbleached flour with a better-if-used-by date of April 20, 2020. The company said those who have the affected product should dispose it... MORE"
24.01.2019	19:07:59	Training	7	General Mills Recalls Bags Of Gold Medal Flour Over Salmonella Fears	http://omgili.com/ri/.wHSUbtEfZRYvNcn2RnUd8hVlA.FngPhYvhOn09GRS14rkC38VUJHec0svXU42kCMaIgqvdefBd1wFYUY2CVlQl2mVM6wybgLNxms8SQUt_rZaSnykK0SEl02pMp80FM	General Mills Recalls Bags Of Gold Medal Flour Over Salmonella Fears Thursday, 24 January 2019 ( 1 hour ago ) General Mills is recalling some five-pound bags of its Gold Medal unbleached flour over fears of salmonella contamination. Credit: WBZ CBS Boston - Published 6 hours ago CBS Money Watch's Diane King Hall reports. You Might Like General Mills is recalling some five-pound bags of its Gold Medal unbleached flour over fears of salmonella contamination. Matt Yurus reports.
24.01.2019	05:00:00	Training	7	General Mills recalls some Gold Medal flour due to salmonella concerns	http://omgili.com/ri/jHIAmI4hxg8i256HqlBaO.RmfVqO1x3H.cIvwG7B7mcVWwe4iCfWTB9CEBl_GDpxubYpcIPt2Fb24a7_zKBYIbMqU9Ja1yLj8yjh0N1ZE45Tu6_xIM2cmXNG1AWfCla2RI6y5c8XLPg-	General Mills recalls some Gold Medal flour due to salmonella concerns The company announced the recall on Wednesday. (Source: Pexels) By Josh White | January 23, 2019 at 6:42 PM CST - Updated January 24 at 9:52 AM (Gray News) – General Mills has announced a voluntary national recall of five-pound bags of its Gold Medal Unbleached Flour because they could be contaminated with salmonella. The recalled products have a better-if-used-by date of April 20, 2020 and a UPC of 000-16000-19610-0 .
24.01.2019	19:32:07	Training	7	RT @nbcsandiego: RECALL ALERT: Some of General Mills' 5-pound bags of Gold Medal Unbleached Flour are being recalled for potentially contai…	https://twitter.com/tweet/status/1088519838702551040	RT @nbcsandiego: RECALL ALERT: Some of General Mills' 5-pound bags of Gold Medal Unbleached Flour are being recalled for potentially contai…
24.01.2019	12:17:19	Training	7	RT @fox5dc: Salmonella fears prompt General Mills flour recall https://t.co/9FybhJol1V	https://twitter.com/tweet/status/1088410417746100224	RT @fox5dc: Salmonella fears prompt General Mills flour recall https://t.co/9FybhJol1V https://t.co/QfjBYlk0Qg
23.01.2019	22:49:03	Training	7	General Mills Recalling Five-Pound Bags Of Gold Medal Unbleached Flour Over Possible Salmonella…	https://twitter.com/tweet/status/1088207008921210890	General Mills Recalling Five-Pound Bags Of Gold Medal Unbleached Flour Over Possible Salmonella… https://t.co/of7dwnjAPc
24.01.2019	13:01:10	Training	7	General Mills recalls some 5-pound flour bags over salmonella fears	http://omgili.com/ri/.wHSUbtEfZQFYetoWAbpQpxei9Foa0WtnYgsW0c6taSSbuadGJgmI7EuY7ImAL7lHhtvbZWeqBIfCBllCzcp78a1duMtVEbkH2eMShBx2YOiSan1_l3VDhwr9Yund6EG6K2WVpYfR5SEJWdeHbIzZA--	"General Mills recalls some flour bags SOURCE: General Mills General Mills recalls some 5-pound flour bags over salmonella fears Share {copyShortcut} to copy Link copied! Updated: 5:11 AM EST Jan 24, 2019 By Faith Karimi General Mills is recalling some 5pound bags of its Gold Medal unbleached flour over fears of salmonella contamination. ""This recall is being issued out of an abundance of care as General Mills has not received any direct consumer reports of confirmed illnesses related to this pro"
24.01.2019	13:05:00	Training	7	General Mills recalls unbleached flour due to salmonella concerns	https://twitter.com/tweet/status/1088422415150055426	General Mills recalls unbleached flour due to salmonella concerns https://t.co/qrBK8eUkjx
24.01.2019	16:38:05	Training	7	General Mills recalls some flour over salmonella concerns	http://omgili.com/ri/.wHSUbtEfZTwptqJr4oEN9hque_YPQHCa4LiYtvVwLsHhPDdLb3C9E.W4.xON5LhkbhLlx1k11i2.ycMxIKlDUzh1x.nFUIPUO2522zawfmS5j.zoV1tsKTrEtlHBZ1t1TVEpSm2Qd300NvIFz.WmQ--	"MINNEAPOLIS (AP) - General Mills is voluntarily recalling some bags of its Gold Medal Unbleached Flour because of salmonella concerns. The 5-pound (2.26 kilograms) bags have a ""better if used by"" date of April 20, 2020 and the UPC code 000-16000-19610-0. Customers should discard the product. The company says it discovered salmonella during sampling of the product, but it has not received ""any direct consumer reports of confirmed illnesses."" General Mills says all other types of Gold Medal Flour "
24.01.2019	23:52:45	Training	7	General Mills recalls some Gold Medal flour over salmonella concerns	http://omgili.com/ri/.wHSUbtEfZRJv_bC3Joapb7hPlvqUvO4TpK7BlQsTS1azbawwzMXxZVo8.sYgiaFgEvv3KTgffYXTZOVFF42W5HokITwcYDoGkNxGHjJMZ9RZ0MaU6oQXe2EuJpg.YvDnIfSKUROBzU-	× General Mills recalls some Gold Medal flour over salmonella concerns MINNEAPOLIS — General Mills is voluntarily recalling some bags of its Gold Medal Unbleached Flour because of salmonella concerns. The 5-pound bags have a “better if used by” date of April 20, 2020 and the UPC code 000-16000-19610-0. Customers should discard the product. The company says it discovered salmonella during sampling of the product, but it has not received “any direct consumer reports of confirmed illnesses.
26.01.2019	09:57:19	Training	7	Thomas1774Paine:General Mills Recalls Some Gold Medal Flour Because Of Salmonella Fears	https://twitter.com/tweet/status/1089099960480645120	Thomas1774Paine:General Mills Recalls Some Gold Medal Flour Because Of Salmonella Fears https://t.co/TlT6TbIuqR
24.01.2019	15:18:45	Training	7	General Mills recalls bags of flour over salmonella concerns	http://omgili.com/ri/.wHSUbtEfZQxpfqxnhyLCnYBGom9DB1bb2ixTpgvA5bXzAKiMHnSdeZM6AflGCU0rjtqpsvI4j1BaX7Jh8ntaI64QSsU7RD7QBskq_b_.6LbAPTwXCJT.KY5icPCCtAy	General Mills recalls bags of flour over salmonella concerns SHARE: EMBED More Videos General Mills recalls flour due to salmonella concerns. Maribel Aber reports during Action News Mornings on January 24, 2019. SHARE Thursday, January 24, 2019 06:49AM MINNEAPOLIS -- General Mills is voluntarily recalling some bags of its Gold Medal Unbleached Flour because of salmonell...
24.01.2019	13:26:59	Training	7	RT @pawpaw_ray: ?? ?? RECALL: General Mills Flour has Salmonella ?? ??	https://twitter.com/tweet/status/1088427946266845184	RT @pawpaw_ray: ?? ?? RECALL: General Mills Flour has Salmonella ?? ?? https://t.co/oU6bBTcKq3 Get rid of bags with “use by…
24.01.2019	17:43:00	Training	7	General Mills recalls some flour over salmonella concerns	http://omgili.com/ri/jHIAmI4hxg9s6XZiA04We0CSEIlgQAJ1bz.2v1O0QLWx4XRHJDp2ncHWkV4J.4g27_H8jkxeaZQjuhbQR4EllVGXrtVZJxTRK5lmeu_dC03FWSQtIYyUeLY3xvt1Zf2I	
25.01.2019	01:09:00	Training	7	General Mills Recalls Bags of Flour Due to Salmonella	http://omgili.com/ri/KaFBboW8tvZ_J_GHQfqgYBfs2f3KrJiJJL9qeXrQWkZNoajyPb8yLEbeYLTk67eCZE1B1OVnHq46y3C.6hOl3zTH_z5XpaQZWUmW4AHGCGBg2Ux0DJUT5c2KPbvhXmpIjN8ZFeBherc-	Home » News » General Mills Recalls Bags of Flour Due to Salmonella General Mills Recalls Bags of Flour Due to Salmonella January 24, 2019 Image courtesy of General Mills
24.01.2019	16:27:05	Training	7	I knew carbs were dangerous. General Mills recalls unbleached flour after salmonella discovery…	https://twitter.com/tweet/status/1088473269718695936	I knew carbs were dangerous. General Mills recalls unbleached flour after salmonella discovery… https://t.co/yMBt34dD9I
24.01.2019	09:14:45	Training	7	Flour Recalled over Salmonella concern: General Mills announced today a voluntary national recall of five-pound bags of… @environmentguru	https://twitter.com/tweet/status/1088364472362663937	Flour Recalled over Salmonella concern: General Mills announced today a voluntary national recall of five-pound bags of… @environmentguru
24.01.2019	20:20:02	Training	7	General Mills Recalling Flour Due to Salmonella Concerns	https://twitter.com/tweet/status/1088531894138998784	General Mills Recalling Flour Due to Salmonella Concerns https://t.co/ciRn22J9Up @y105_fm
24.01.2019	12:37:08	Training	7	RT @nbc4i: General Mills recalling bags of Gold Medal flour due to salmonella concerns https://t.co/kpTbu89GFB	https://twitter.com/tweet/status/1088415403972251649	RT @nbc4i: General Mills recalling bags of Gold Medal flour due to salmonella concerns https://t.co/kpTbu89GFB https://t.co/jQ7ejvmlLt
25.01.2019	02:00:04	Training	7	RECALL ALERT! General Mills Flour: https://t.co/iNM4R2TP4k	https://twitter.com/tweet/status/1088617467461726208	RECALL ALERT! General Mills Flour: https://t.co/iNM4R2TP4k https://t.co/AnJruR4eB8
24.01.2019	17:39:00	Training	7	General Mills recalls some flour over salmonella concerns	http://omgili.com/ri/.wHSUbtEfZQKAC9Vm6I4h9ILZCF3unlXYHyzfUw2D7XPKbuzIyIwY_Hpj5mAi6KfItiMksjgcVWFkl6N.RUTm4brVuwN_zRR8_4G0k2Ir.oStr_nEsv5Mn0cpJwvHBjIO923SctX32z12GZcnFh4G..7rNSZ6A_Vcp78Sa0MW7Y-	"General Mills recalls some flour over salmonella concerns 7:39 AM Jan 24, 2019 at 7:39 AM MINNEAPOLIS (AP) "" General Mills is voluntarily recalling some bags of its Gold Medal Unbleached Flour because of salmonella concerns. The 5-pound (2.26 kilograms) bags have a ""better if used by"" date of April 20, 2020 and the UPC code 000-16000-19610-0. Customers should discard the product. The company says it discovered salmonella during sampling of the product,"
24.01.2019	15:23:00	Training	7	"[https://t.co/DNj8EBc7Xr] ""General Mills recalls flour over salmonella concerns"""	https://twitter.com/tweet/status/1088457145933152259	"[https://t.co/DNj8EBc7Xr] ""General Mills recalls flour over salmonella concerns"" https://t.co/4KIwddVC7t"
24.01.2019	23:05:21	Training	7	General Mills recalls some 5-pound bags of flour over salmonella fears https://t.co/23dxuyXpXV	https://twitter.com/tweet/status/1088573572782669824	General Mills recalls some 5-pound bags of flour over salmonella fears https://t.co/23dxuyXpXV https://t.co/gw4JVW4lja
24.01.2019	17:15:27	Training	7	RT @WSMV: ? RECALL ALERT ? General Mills is recalling some five-pound bags of its Gold Medal unbleached flour over fears of salmonella cont…	https://twitter.com/tweet/status/1088485527521759233	RT @WSMV: ? RECALL ALERT ? General Mills is recalling some five-pound bags of its Gold Medal unbleached flour over fears of salmonella cont…
24.01.2019	05:00:00	Training	7	General Mills recalls some Gold Medal flour due to salmonella concerns	http://omgili.com/ri/jHIAmI4hxg9OV4nxGVqlNgpsJAqz4e75GXC936IOjtStXwDRDIke3iSW3gJ2850sUkUrWphF8ob8CefIrYBoZzp8iOJwBSxBtgeAIeFSOAZu3Brec0P9kAKbiuLLrB3UbMSbSzeSim0-	General Mills recalls some Gold Medal flour due to salmonella concerns The company announced the recall on Wednesday. (Source: Pexels) By Josh White | January 23, 2019 at 7:42 PM EST - Updated January 24 at 8:14 AM (Gray News) – General Mills has announced a voluntary national recall of five-pound bags of its Gold Medal Unbleached Flour because they could be contaminated with salmonella. The recalled products have a better-if-used-by date of April 20, 2020 and a UPC of 000-16000-19610-0 .
24.01.2019	15:00:33	Training	7	#Recall alert: General Mills recalls some 5 pound bags of Gold Medal unbleached flour due to salmonella concern	https://twitter.com/tweet/status/1088451615248416769	#Recall alert: General Mills recalls some 5 pound bags of Gold Medal unbleached flour due to salmonella concern https://t.co/26ofhLxZsa
24.01.2019	14:42:28	Training	7	cnnhealth : General Mills recalls some 5-pound bags of flour over salmonella fears: https://t.co/8SbCanUHWY…	https://twitter.com/tweet/status/1088446942387027968	cnnhealth : General Mills recalls some 5-pound bags of flour over salmonella fears: https://t.co/8SbCanUHWY… https://t.co/ZTnTXjVJL4
24.01.2019	03:13:43	Training	7	RECALL ALERT: General Mills is recalling 5-pound bags of its Gold Medal Unbleached Flour due to salmonella concerns.	https://twitter.com/tweet/status/1088273615462846464	RECALL ALERT: General Mills is recalling 5-pound bags of its Gold Medal Unbleached Flour due to salmonella concerns. https://t.co/e4woGmjoCH
24.01.2019	07:05:36	Training	7	General Mills conducting a recall of Gold Medal Unbleached Flour	http://omgili.com/ri/jHIAmI4hxg9WgOq7ro1UTUE0xhXArztPGrf22EP655knuvBOClRvigwFHLz7WG3w66VQay1jJnl6dCnitsCMxAyAQhmVteD2OipefOQUT6VcsxL8DPJ.uQzZa5IvfCMso.CbFg26DJ8-	Published By: ABC 13 - Today CHECK YOUR PANTRY: Flour is now being recalled because of potential presence of Salmonella....
27.01.2019	02:00:03	Training	7	General Mills Recalls Gold Medal Flour over Salmonella Risk https://t.co/yJ4VRIDpuk	https://twitter.com/tweet/status/1089342239694880771	General Mills Recalls Gold Medal Flour over Salmonella Risk https://t.co/yJ4VRIDpuk https://t.co/MrOMcr3PuD
24.01.2019	22:54:42	Training	7	RT @WOODTV: General Mills is voluntarily recalling some bags of its Gold Medal Unbleached Flour because of salmonella concerns.	https://twitter.com/tweet/status/1088570820480417792	RT @WOODTV: General Mills is voluntarily recalling some bags of its Gold Medal Unbleached Flour because of salmonella concerns. https://t.c…
24.01.2019	03:07:54	Training	7	CHECK YOUR PANTRY! General Mills is recalling 5-pound bags of Gold Medal Unbleached Flour because of salmonella con…	https://twitter.com/tweet/status/1088272151025721349	CHECK YOUR PANTRY! General Mills is recalling 5-pound bags of Gold Medal Unbleached Flour because of salmonella con… https://t.co/MkN8QQuqK7
24.01.2019	13:07:16	Training	7	General Mills recalls some 5-pound bags of flour over salmonella concerns	https://twitter.com/tweet/status/1088422988175699970	General Mills recalls some 5-pound bags of flour over salmonella concerns https://t.co/Ke2OruRCD6
